,id,Country,cause,year,incidence,prevalence,sex_Both,sex_Female,sex_Male,age_1 to 4,age_10 to 14,age_15 to 19,age_20 to 24,age_25 to 29,age_30 to 34,age_35 to 39,age_40 to 44,age_45 to 49,age_5 to 9,age_50 to 54,age_55 to 59,age_60 to 64,age_65 to 69,age_70 to 74,age_75 to 79,age_80 to 84,age_85 to 89,age_90 to 94
1118824,585,Palau,Bipolar disorder,2019,0.1651540635870929,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
791319,417,Kyrgyzstan,Major depressive disorder,2018,0.0,3359.81405550203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
252853,132,Cabo Verde,Major depressive disorder,2015,0.0,18.43833258259896,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
536513,270,Gambia,Other drug use disorders,2015,0.0,0.6226417684941331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1062797,566,Nigeria,Anxiety disorders,2017,968.713420663606,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1583598,548,Vanuatu,Dysthymia,2017,0.0,58.10368800573617,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376493,192,Cuba,Anxiety disorders,2018,5438.478800868957,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927957,480,Mauritius,Anxiety disorders,2015,275.2370182267836,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483740,776,Tonga,Amphetamine use disorders,2017,0.0,0.0174639355969981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265823,116,Cambodia,Anxiety disorders,2018,0.0,38815.6248367884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1464462,768,Togo,Bipolar disorder,2019,0.0,1326.6816205321857,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
485279,748,Eswatini,Bipolar disorder,2017,57.60492676838588,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567089,288,Ghana,Self-harm by other specified means,2017,0.0,782.2467217525989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
993299,104,Myanmar,Cannabis use disorders,2018,13.211382031439587,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1350078,90,Solomon Islands,Anxiety disorders,2018,0.0,268.7936121752083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257413,132,Cabo Verde,Amphetamine use disorders,2018,0.0,0.0662348040960928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
506510,242,Fiji,Alcohol use disorders,2018,0.0,855.3296436053291,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336853,178,Congo,Anxiety disorders,2015,0.0,13039.336320971908,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
821237,426,Lesotho,Autism spectrum disorders,2017,0.0,59.66111661141701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
545302,268,Georgia,Schizophrenia,2015,0.0,7.794323145499909,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215941,643,Russian Federation,Autism spectrum disorders,2019,0.0,38497.63707541392,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372994,191,Croatia,Cocaine use disorders,2017,0.0,0.8997408726963531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191429,68,Bolivia (Plurinational State of),Idiopathic developmental intellectual disability,2017,0.0,3708.175457189169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1392477,144,Sri Lanka,Autism spectrum disorders,2018,0.0,2618.175649008332,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
455596,222,El Salvador,Anxiety disorders,2018,0.0,8804.4257473719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
787056,417,Kyrgyzstan,Bipolar disorder,2019,2.2793037024700507,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461439,226,Equatorial Guinea,Amphetamine use disorders,2016,20.664242902800304,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500014,231,Ethiopia,Dysthymia,2017,0.0,8965.305018470235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1189239,630,Puerto Rico,Schizophrenia,2019,0.0,286.17095599471054,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313009,694,Sierra Leone,Self-harm by firearm,2015,0.0,6.065170227176629,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469280,772,Tokelau,Schizophrenia,2019,0.0002968483224388,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1226872,659,Saint Kitts and Nevis,Bipolar disorder,2017,1.3155467154971316,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1418474,756,Switzerland,Alcohol use disorders,2017,4999.993237456534,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
209400,76,Brazil,Cocaine use disorders,2017,657.1158189656928,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
642659,340,Honduras,Schizophrenia,2018,24.3946011051718,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879600,458,Malaysia,Schizophrenia,2015,0.0,1343.5590306408726,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224177,96,Brunei Darussalam,Anorexia nervosa,2018,0.0,26.51526904859404,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123728,50,Bangladesh,Other drug use disorders,2018,0.0,7.381286686394593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57441,28,Antigua and Barbuda,Schizophrenia,2017,0.0,11.495499746655184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
684498,364,Iran (Islamic Republic of),Other drug use disorders,2019,15376.455893297478,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581614,304,Greenland,Bulimia nervosa,2018,0.0,4.197646016690678,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135855,112,Belarus,Anxiety disorders,2019,162.41711807309122,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
779105,414,Kuwait,Other mental disorders,2015,0.0,440.4340016765321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1484890,780,Trinidad and Tobago,Self-harm by firearm,2018,1.28798865325214,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1625745,716,Zimbabwe,Other drug use disorders,2017,0.0,16.678311611482243,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272454,678,Sao Tome and Principe,Self-harm by other specified means,2017,0.0,0.2991730951344319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1296840,688,Serbia,Cannabis use disorders,2016,58.66880524680864,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
872541,454,Malawi,Cannabis use disorders,2018,0.0,336.34741763495896,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487969,748,Eswatini,Opioid use disorders,2017,66.16767970275743,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153414,84,Belize,Bipolar disorder,2015,0.0,145.31440649541952,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1159032,604,Peru,Attention-deficit/hyperactivity disorder,2018,0.0,7.402649250855937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
920562,478,Mauritania,Self-harm by firearm,2019,0.4466859453900492,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181414,64,Bhutan,Dysthymia,2019,0.0,344.5128791729055,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1393430,729,Sudan,Bulimia nervosa,2016,15467.375732786077,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044098,558,Nicaragua,Major depressive disorder,2019,13.343890236744482,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280364,124,Canada,Bipolar disorder,2019,753.790858590873,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82269,36,Australia,Idiopathic developmental intellectual disability,2017,0.0,2087.1506139203902,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527929,266,Gabon,Alcohol use disorders,2016,64.6238102275377,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1049004,558,Nicaragua,Cannabis use disorders,2016,0.0,244.8328648932907,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1073623,570,Niue,Dysthymia,2016,0.0,1.2955221612615946,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
593993,316,Guam,Bulimia nervosa,2015,36.31855487971514,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476303,233,Estonia,Cannabis use disorders,2018,203.59592143106715,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081719,807,North Macedonia,Bulimia nervosa,2019,0.0,201.06422818302647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576749,304,Greenland,Dysthymia,2019,0.6067051514771253,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266384,116,Cambodia,Idiopathic developmental intellectual disability,2016,0.0,3927.80736076282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1156261,604,Peru,Self-harm by firearm,2019,0.0,91.03199739725092,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340405,178,Congo,Dysthymia,2017,0.0,1094.1509899906343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252438,132,Cabo Verde,Idiopathic developmental intellectual disability,2015,0.0,0.0649090690035506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1025307,524,Nepal,Cannabis use disorders,2016,0.0,0.6050700158011224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195337,70,Bosnia and Herzegovina,Other drug use disorders,2015,0.0,34.97817422144829,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843419,440,Lithuania,Anxiety disorders,2018,60.08861921762684,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
697729,368,Iraq,Self-harm by other specified means,2016,0.0,2289.5643335320783,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95793,31,Azerbaijan,Other drug use disorders,2015,669.6523495487336,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
538208,270,Gambia,Bipolar disorder,2017,1.4244414858674403,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49292,24,Angola,Amphetamine use disorders,2016,0.0,2213.205988940721,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49388,24,Angola,Other drug use disorders,2016,0.0,157.86669950433568,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146856,56,Belgium,Cannabis use disorders,2019,0.0,72.52002002648497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1251259,882,Samoa,Dysthymia,2017,3.129552203388149,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102455,44,Bahamas,Autism spectrum disorders,2015,0.0,94.35513067914356,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1232874,659,Saint Kitts and Nevis,Cannabis use disorders,2019,0.0,12.960971783143574,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
828740,430,Liberia,Attention-deficit/hyperactivity disorder,2016,713.2083945905706,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404142,208,Denmark,Other drug use disorders,2016,1.6842335967972135,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1365367,710,South Africa,Opioid use disorders,2016,0.0,26677.125737440136,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
918648,478,Mauritania,Alcohol use disorders,2018,74.15035642572815,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
778022,414,Kuwait,Alcohol use disorders,2015,0.0,2351.053253778093,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11885,8,Albania,Attention-deficit/hyperactivity disorder,2015,0.0,831.9175372913085,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300496,152,Chile,Cannabis use disorders,2015,16.820815888835213,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100819,44,Bahamas,Self-harm by firearm,2015,0.3046806562955917,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1377583,724,Spain,Alcohol use disorders,2015,0.0,13976.424364685923,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1548029,784,United Arab Emirates,Autism spectrum disorders,2016,0.0,3903.929186201669,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114904,48,Bahrain,Attention-deficit/hyperactivity disorder,2019,0.0,261.897959619887,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1256148,882,Samoa,Anxiety disorders,2016,0.0,2.39890014526933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1287653,686,Senegal,Self-harm by other specified means,2016,168.29055019089424,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
736574,392,Japan,Dysthymia,2015,0.0,67900.75906416049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
463850,226,Equatorial Guinea,Self-harm by firearm,2018,0.0,5.616902266704783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
266559,116,Cambodia,Anxiety disorders,2017,0.0,20899.136954650177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1209705,643,Russian Federation,Dysthymia,2016,7472.273321234151,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
854893,442,Luxembourg,Schizophrenia,2015,6.754453768674498,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
845892,440,Lithuania,Major depressive disorder,2015,0.0,0.4259231785676112,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116796,50,Bangladesh,Schizophrenia,2017,15.72661504734686,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1155709,604,Peru,Conduct disorder,2016,0.0,41249.22640343608,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114983,48,Bahrain,Idiopathic developmental intellectual disability,2019,0.0,637.1345846819194,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
728907,388,Jamaica,Bipolar disorder,2015,0.0,10.275297366844876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751800,398,Kazakhstan,Opioid use disorders,2018,12.88406975988202,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225627,100,Bulgaria,Opioid use disorders,2016,1.563127048860092,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169899,60,Bermuda,Other drug use disorders,2015,1.1776448997294688,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387773,196,Cyprus,Amphetamine use disorders,2016,45.50392638663801,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615769,324,Guinea,Autism spectrum disorders,2019,0.0,679.312656139277,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1028631,528,Netherlands,Anxiety disorders,2019,27.72714597824101,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432898,214,Dominican Republic,Autism spectrum disorders,2017,0.0,118.1132861065219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1060416,566,Nigeria,Major depressive disorder,2019,182226.3308996019,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415873,262,Djibouti,Opioid use disorders,2017,0.0,0.8415568503157648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1583701,548,Vanuatu,Anxiety disorders,2017,0.0,392.0352554904944,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90358,40,Austria,Self-harm by other specified means,2019,0.0,385.8150793218431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
898856,466,Mali,Amphetamine use disorders,2016,0.0,2.8028630997604016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
626415,328,Guyana,Self-harm by other specified means,2015,0.7228874286274993,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1327546,703,Slovakia,Alcohol use disorders,2018,387.9223571040346,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1151718,604,Peru,Cannabis use disorders,2015,308.1950427492713,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1482072,776,Tonga,Cannabis use disorders,2018,0.0,0.7258398884588844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
611288,324,Guinea,Other drug use disorders,2019,135.4468856867005,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1017140,520,Nauru,Idiopathic developmental intellectual disability,2016,0.0,0.1129765121582175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
704577,372,Ireland,Anxiety disorders,2019,295.8748014668432,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117408,50,Bangladesh,Opioid use disorders,2016,847.7038851976147,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
428560,214,Dominican Republic,Bipolar disorder,2016,0.0,3333.933486589892,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1313684,694,Sierra Leone,Anxiety disorders,2018,0.0,349.6837952019593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1299162,688,Serbia,Anxiety disorders,2019,0.0,9358.914351067238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88126,40,Austria,Other drug use disorders,2019,31.85203857453836,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1198984,634,Qatar,Opioid use disorders,2018,0.0,0.2791006247367674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1410196,752,Sweden,Bipolar disorder,2018,30.8124522848528,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1003388,516,Namibia,Amphetamine use disorders,2015,0.0,3.4047165667211647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
838878,434,Libya,Major depressive disorder,2018,0.0,1604.8948490662951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75013,51,Armenia,Other mental disorders,2017,0.0,281.12443228592,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198836,634,Qatar,Schizophrenia,2018,0.0,5.049826910173579,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761797,404,Kenya,Anxiety disorders,2016,5763.761267192514,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
635757,332,Haiti,Bipolar disorder,2019,1009.3154844166456,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366126,710,South Africa,Bipolar disorder,2017,0.0,102.7061463486287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304692,152,Chile,Opioid use disorders,2017,4.36735879438718,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603707,320,Guatemala,Self-harm by firearm,2016,8.851445370056416,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
573478,300,Greece,Anxiety disorders,2016,0.0,15683.434629334415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1599340,704,Viet Nam,Alcohol use disorders,2017,0.0,204332.9893951068,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767213,404,Kenya,Opioid use disorders,2017,0.0,56.87017672787651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187951,68,Bolivia (Plurinational State of),Conduct disorder,2017,4846.739699420892,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292931,148,Chad,Amphetamine use disorders,2018,5.70311704932156,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
993551,104,Myanmar,Dysthymia,2018,4876.833957692896,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
818482,426,Lesotho,Cannabis use disorders,2018,1.2168830127525023,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1057368,562,Niger,Schizophrenia,2019,0.0,247.8417314251984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1277511,682,Saudi Arabia,Bipolar disorder,2015,741.9984239827064,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041756,554,New Zealand,Amphetamine use disorders,2017,0.0,568.028964144186,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407211,208,Denmark,Dysthymia,2019,0.0,1157.384267855435,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724255,380,Italy,Amphetamine use disorders,2016,0.0,237.3644187064216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
828184,430,Liberia,Opioid use disorders,2018,3.994968583707256,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1065423,566,Nigeria,Cocaine use disorders,2018,0.0,474.4757568367969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
695566,368,Iraq,Amphetamine use disorders,2016,91.2172391821608,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1226306,659,Saint Kitts and Nevis,Major depressive disorder,2015,233.8107995436065,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485262,780,Trinidad and Tobago,Other drug use disorders,2016,2.1454178800016064,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
962568,496,Mongolia,Bipolar disorder,2016,0.0,17.93294129417841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
318928,170,Colombia,Anxiety disorders,2018,19274.81696260094,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867988,454,Malawi,Anxiety disorders,2017,473.9618134424642,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
822674,426,Lesotho,Other drug use disorders,2017,0.0,13.929397285714398,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190668,630,Puerto Rico,Cannabis use disorders,2018,0.0,1356.7304668545935,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228567,100,Bulgaria,Anorexia nervosa,2015,0.0,59.89184997575443,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1141460,598,Papua New Guinea,Cocaine use disorders,2016,0.0,2.2004599421832904,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111436,586,Pakistan,Dysthymia,2016,28760.28419157798,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
993121,104,Myanmar,Alcohol use disorders,2018,2014.1674163850523,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
655210,348,Hungary,Attention-deficit/hyperactivity disorder,2016,0.0,0.112631392101543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326182,174,Comoros,Anxiety disorders,2015,33.28118141445463,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445751,818,Egypt,Alcohol use disorders,2015,23842.347329978573,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
588497,308,Grenada,Opioid use disorders,2016,0.0,17.112272501048732,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1418762,756,Switzerland,Cocaine use disorders,2018,32.92898217620195,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
821883,426,Lesotho,Anxiety disorders,2015,0.0,2.93780134645772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47492,24,Angola,Amphetamine use disorders,2019,0.0,74.51768088683157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
